,회사,산업,사원수,연봉
17074,제니시스기술,솔루션·SI·CRM·ERP,20,4244
17075,부트팩토리,모바일·APP,4,1800
17076,샵앤스토리,쇼핑몰·오픈마켓·소셜커머스,4,2200
17077,서울피엠씨,공기업·공공기관,8,3100
17078,윤테크,네트워크·통신서비스,10,3063
17079,라온마케팅,광고·홍보·전시,27,2166
17080,티노스팩토리,전기·전자·제어,10,2700
17081,브이웍스,솔루션·SI·CRM·ERP,10,3960
17082,로웸,모바일·APP,23,4817
17083,태영엠씨,솔루션·SI·CRM·ERP,3,2200
17084,보강시스템,솔루션·SI·CRM·ERP,24,2731
17085,제이스,전기·전자·제어,15,2550
17086,넷시즌,네트워크·통신서비스,6,4700
17087,제이씨플래닛,게임·애니메이션,6,2500
17088,MODERNDAY,쇼핑몰·오픈마켓·소셜커머스,4,2000
17089,WHOAU,백화점·유통·도소매,2,3300
17090,위메이크프로덕트,쇼핑몰·오픈마켓·소셜커머스,3,3000
17091,디비게이트,웹에이전시,3,2100
17092,한국타넥스인터내셔날,섬유·의류·패션,23,2550
17093,퍼릭스,솔루션·SI·CRM·ERP,10,4860
17094,투비시스,솔루션·SI·CRM·ERP,4,4037
17095,솔빛에이에스,솔루션·SI·CRM·ERP,10,3800
17096,코즈웍스,광고·홍보·전시,14,2400
17097,웨이버스,포털·컨텐츠·커뮤니티,40,4183
17098,이에스산전,전기·전자·제어,30,5950
17099,에이드,생활용품·소비재·기타,10,3400
17100,삼원금속,금속·재료·자재,46,2900
17101,틴토즈,전기·전자·제어,5,5000
17102,비전앤드림,광고·홍보·전시,11,4200
17103,레더스테크놀로지,전기·전자·제어,2,6400
17104,스카이피플,게임·애니메이션,53,3880
17105,티지언스,쇼핑몰·오픈마켓·소셜커머스,10,3500
17106,오즈힐,게임·애니메이션,19,3300
17107,글로벌스탠다드테크놀로지,반도체·디스플레이·광학,608,4450
17108,케이앤컴퍼니,백화점·유통·도소매,15,2650
17109,한국아이시스,솔루션·SI·CRM·ERP,46,3520
17110,위즈덤에프에이치,출판·인쇄·사진,2,3300
17111,천성회,모바일·APP,10,4033
17112,아이엔플,정보보안,10,3555
17113,케이이씨디바이스,무역·상사,110,4133
17114,이제너두,쇼핑몰·오픈마켓·소셜커머스,75,3797
17115,위니언,광고·홍보·전시,40,3800
17116,컬쳐히어로,포털·컨텐츠·커뮤니티,35,3833
17117,웅진플레이도시,공기업·공공기관,101,3600
17118,예진상사,백화점·유통·도소매,193,3280
17119,덕산마트,백화점·유통·도소매,14,2400
17120,한컴라이프케어,생활용품·소비재·기타,203,4530
17121,오션스솔루션,솔루션·SI·CRM·ERP,7,2900
17122,유웹스,솔루션·SI·CRM·ERP,4,4800
17123,다모작,컴퓨터·하드웨어·장비,1,3050
17124,와이케이동그라미,제약·보건·바이오,400,4200
17125,클립컴,컴퓨터·하드웨어·장비,63,3966
17126,유니비젼,광고·홍보·전시,12,4000
17127,에이치알엔,네트워크·통신서비스,100,2685
17128,티디에프코리아,백화점·유통·도소매,50,3100
17129,클럭스,솔루션·SI·CRM·ERP,6,3350
17130,인터사이버,백화점·유통·도소매,7,2100
17131,트로닉스,솔루션·SI·CRM·ERP,17,2100
17132,대명투어몰,호텔·여행·항공,25,4025
17133,스탭디자인,인테리어·자재,20,3100
17134,롬프인터내셔날,섬유·의류·패션,5,2650
17135,미르엔,백화점·유통·도소매,12,2200
17136,아이디웍스시스템,솔루션·SI·CRM·ERP,8,3800
17137,노블시스템,솔루션·SI·CRM·ERP,20,6500
17138,에스지에이임베디드,정보보안,39,4600
17139,엔컴즈,솔루션·SI·CRM·ERP,6,4275
17140,열림넷,솔루션·SI·CRM·ERP,11,2880
17141,다나애드,광고·홍보·전시,15,2400
17142,노트케이스,컴퓨터·하드웨어·장비,12,2200
17143,투비아이에스컨설팅,솔루션·SI·CRM·ERP,20,4466
17144,토브넷,솔루션·SI·CRM·ERP,10,3600
17145,온더아이티,솔루션·SI·CRM·ERP,50,3552
17146,유드앤스,섬유·의류·패션,12,1800
17147,시크제네시스,제약·보건·바이오,3,3200
17148,맨컴,전기·전자·제어,5,4400
17149,웰컴소프트,전기·전자·제어,5,3100
17150,한보일렉트,기계·기계설비,76,5150
17151,포토메이크,무역·상사,10,1800
17152,나인마케팅,백화점·유통·도소매,4,3450
17153,쿨스,솔루션·SI·CRM·ERP,39,3615
17154,엘솔컴퍼니,쇼핑몰·오픈마켓·소셜커머스,70,3991
17155,시그마네트웍스,쇼핑몰·오픈마켓·소셜커머스,5,2160
17156,전국지방의료원연합회,공기업·공공기관,27,4750
17157,비에스렌탈,렌탈·임대·리스,5,3800
17158,가우비즈,솔루션·SI·CRM·ERP,30,3150
17159,코코윙스,쇼핑몰·오픈마켓·소셜커머스,4,2000
17160,엠씨제이,쇼핑몰·오픈마켓·소셜커머스,15,2200
17161,나라시스템즈,솔루션·SI·CRM·ERP,20,2150
17162,두전네트,정보보안,10,2377
17163,나노프로텍,반도체·디스플레이·광학,54,4500
17164,티엠컴퍼니,쇼핑몰·오픈마켓·소셜커머스,9,2940
17165,위브소프트,게임·애니메이션,8,2100
17166,삼성앤텍,컴퓨터·하드웨어·장비,20,2150
17167,튜플소프트,솔루션·SI·CRM·ERP,5,2333
17168,거노코퍼레이션,전기·전자·제어,16,3242
17169,농업회사법인흙살림,농축산·어업·임업,20,2900
17170,부산인터넷방송국,솔루션·SI·CRM·ERP,18,2377
17171,신하컴퍼니,쇼핑몰·오픈마켓·소셜커머스,5,2400
17172,일원정보기술,솔루션·SI·CRM·ERP,8,2500
17173,휴먼네트웍스,솔루션·SI·CRM·ERP,20,4012
17174,선재하이테크,전기·전자·제어,85,5000
17175,세광정보통신,네트워크·통신서비스,8,2000
17176,와토시스,솔루션·SI·CRM·ERP,12,2850
17177,미즈,섬유·의류·패션,12,1900
17178,씨네폭스,포털·컨텐츠·커뮤니티,14,2516
17179,하이콤,네트워크·통신서비스,10,3000
17180,비앤지시스템,IT컨설팅,19,3600
17181,아라엔지니어링,자동차·조선·철강·항공,14,3020
17182,웰팜,식품가공,91,3910
17183,대익인터내셔날코리아,음식료·외식·프랜차이즈,26,2700
17184,윈텍,전기·전자·제어,9,3800
17185,덕성여자대학교,학교(초·중·고·대학·특수),50,2500
17186,엑스퍼트아이티,솔루션·SI·CRM·ERP,3,2581
17187,진드래곤,컴퓨터·하드웨어·장비,6,3500
17188,삼정데이타서비스,네트워크·통신서비스,70,3169
17189,아신기술,화학·에너지·환경,2,2400
17190,서일이앤씨,전기·전자·제어,12,4600
17191,더블케이트레이드,쇼핑몰·오픈마켓·소셜커머스,21,2600
17192,엑시엄정보시스템,IT컨설팅,28,4142
17193,아이어스,포털·컨텐츠·커뮤니티,12,2500
17194,소소,모바일·APP,12,2650
17195,펫박스,쇼핑몰·오픈마켓·소셜커머스,20,1400
17196,아이비기획,제약·보건·바이오,10,2300
17197,용인공원라이프,웨딩·상조·이벤트,38,4325
17198,인제대학교,학원·어학원·교육원,300,3700
17199,이화여자대학교산학협력단,공기업·공공기관,42,3500
17200,그랑몬스터,광고·홍보·전시,8,3200
17201,아소코리아,솔루션·SI·CRM·ERP,5,2300
17202,명지전문대학산학협력단,학원·어학원·교육원,1,1860
17203,소셜커뮤니케이션서비스,포털·컨텐츠·커뮤니티,20,2980
17204,투교샵,쇼핑몰·오픈마켓·소셜커머스,8,2000
17205,씨엔모드,백화점·유통·도소매,2,2100
17206,안전한세상,정보보안,20,2300
17207,신용회복위원회,공기업·공공기관,309,5500
17208,마루기술,솔루션·SI·CRM·ERP,35,4500
17209,로이,학원·어학원·교육원,70,4200
17210,조양컴퓨터,컴퓨터·하드웨어·장비,13,2366
17211,휠텍스,섬유·의류·패션,10,3400
17212,해님종합건설,건설·시공·토목·조경,25,3800
17213,인포다이렉트,포털·컨텐츠·커뮤니티,4,2100
17214,쉐프투게더,호텔·여행·항공,70,2100
17215,텔스콤,백화점·유통·도소매,30,2145
17216,윤재성영어,학원·어학원·교육원,17,3760
17217,큐로스,솔루션·SI·CRM·ERP,60,3840
17218,정원금속,자동차·조선·철강·항공,72,3100
17219,더솔루션스,솔루션·SI·CRM·ERP,16,2500
17220,스마티이,솔루션·SI·CRM·ERP,25,3400
17221,넥스텝코리아,네트워크·통신서비스,24,4500
17222,스윗트래커,모바일·APP,14,4433
17223,인성원,제약·보건·바이오,15,2900
17224,소프트가든,솔루션·SI·CRM·ERP,8,3975
17225,피플인컴즈,솔루션·SI·CRM·ERP,3,2366
17226,매크로비전,솔루션·SI·CRM·ERP,32,4150
17227,한살림부산생활협동조합,백화점·유통·도소매,11,2350
17228,녹스게임즈,게임·애니메이션,42,3285
17229,에코먼트,쇼핑몰·오픈마켓·소셜커머스,14,2600
17230,즐팡,쇼핑몰·오픈마켓·소셜커머스,2,2350
17231,에스아이테크,컴퓨터·하드웨어·장비,14,3833
17232,크립토나이트코리아,포털·컨텐츠·커뮤니티,15,3800
17233,명호전자,쇼핑몰·오픈마켓·소셜커머스,4,3000
17234,포스트디자인,웹에이전시,1,1900
17235,투이정보기술,솔루션·SI·CRM·ERP,30,5304
17236,인터코리아맨파워시스템,공기업·공공기관,791,2360
17237,디에이아이오,반도체·디스플레이·광학,55,3033
17238,구구플라워,쇼핑몰·오픈마켓·소셜커머스,28,1925
17239,컨버스디지털,모바일·APP,5,4500
17240,다음네트웍스,모바일·APP,12,4500
17241,사회복지법인대한예수교장로회...,사회복지법인대한예수교장로회실로암시각...,572,2600
17242,제이씨물산,섬유·의류·패션,50,3100
17243,뉴빛,모바일·APP,15,5476
17244,라인교육개발,솔루션·SI·CRM·ERP,13,2700
17245,에스아이그룹,정보보안,7,5166
17246,페이퍼플레인키즈,쇼핑몰·오픈마켓·소셜커머스,18,2300
17247,메르드글라스,쇼핑몰·오픈마켓·소셜커머스,4,2850
17248,스토리에프씨,음식료·외식·프랜차이즈,2,2800
17249,가우리기술,기계·기계설비,21,4403
17250,조광종합목재,목재·제지·가구,17,2100
17251,미래병원,제약·보건·바이오,110,2650
17252,홍유통,쇼핑몰·오픈마켓·소셜커머스,8,2200
17253,농협대전유통,공기업·공공기관,174,2733
17254,시큐인포,전기·전자·제어,19,2575
17255,미디어스페이스,컴퓨터·하드웨어·장비,23,3750
17256,로뎀테크,솔루션·SI·CRM·ERP,8,3580
17257,뮈샤,백화점·유통·도소매,12,3666
17258,동우엔지니어링,전기·전자·제어,85,2600
17259,농업회사법인샛별식품,식품가공,10,1920
17260,케이웍스,솔루션·SI·CRM·ERP,28,5150
17261,나노신소재,화학·에너지·환경,215,3350
17262,씨메이트,백화점·유통·도소매,50,3300
17263,유신당,출판·인쇄·사진,17,2000
17264,코모스,물류·운송·배송,4,1900
17265,아빅스코리아,전기·전자·제어,515,4033
17266,금강데코,쇼핑몰·오픈마켓·소셜커머스,13,2113
17267,neoco,생활용품·소비재·기타,28,1766
17268,메저컴아시아,전기·전자·제어,9,5000
17269,폴리오,디자인·CAD,4,2300
17270,정진하이테크,전기·전자·제어,15,2900
17271,에프에이플러스,전기·전자·제어,25,2800
17272,엑스인터넷정보,솔루션·SI·CRM·ERP,9,3900
17273,옥타컴,전기·전자·제어,19,2820
17274,솔보텍,솔루션·SI·CRM·ERP,10,4090
17275,이포즌,솔루션·SI·CRM·ERP,60,4019
17276,넥스트스텝,백화점·유통·도소매,7,6000
17277,남부이에스,포털·컨텐츠·커뮤니티,29,2885
17278,한라정밀엔지니어링,반도체·디스플레이·광학,30,2500
17279,한국전광,반도체·디스플레이·광학,132,4500
17280,한일디엔에스,전기·전자·제어,24,4300
17281,인트로맨,콜센터·아웃소싱·기타,1600,2858
17282,서울전자통신,공기업·공공기관,76,6000
17283,뉴넷팝,컴퓨터·하드웨어·장비,10,2766
17284,더봄,생활화학·화장품,13,3500
17285,건솔루션,솔루션·SI·CRM·ERP,42,4327
17286,골든벨금속,백화점·유통·도소매,40,2300
17287,씨엔씨네트,컴퓨터·하드웨어·장비,40,2312
17288,케이앤제이전자,전기·전자·제어,81,1700
17289,레드윈,백화점·유통·도소매,3,2400
17290,다솔,쇼핑몰·오픈마켓·소셜커머스,72,2520
17291,소프트넷,솔루션·SI·CRM·ERP,50,4009
17292,에이엔디시스템,전기·전자·제어,5,4900
17293,케이티엔티인터내쇼날,쇼핑몰·오픈마켓·소셜커머스,1,2700
17294,티엔씨테크날로지,솔루션·SI·CRM·ERP,20,3783
17295,케이엔코리아,섬유·의류·패션,70,3180
17296,인텍앤컴퍼니,컴퓨터·하드웨어·장비,93,3864
17297,디노커뮤니케이션즈,광고·홍보·전시,40,3160
17298,윈스시스템,컴퓨터·하드웨어·장비,30,3700
17299,감성테크놀러지,솔루션·SI·CRM·ERP,14,4500
17300,아이보스,IT컨설팅,22,2558
17301,사라코,스포츠·여가·레저,6,2600
17302,메디아나,제약·보건·바이오,194,3056
17303,아이콘소프트,솔루션·SI·CRM·ERP,50,3431
17304,에스케이지씨,기계·기계설비,35,3500
17305,식신,모바일·APP,32,3961
17306,디자인그룹나인,IT컨설팅,8,3180
17307,더플래시,게임·애니메이션,4,3000
17308,팝스트릿,쇼핑몰·오픈마켓·소셜커머스,2,2200
17309,EBS미디어센터,쇼핑몰·오픈마켓·소셜커머스,20,1860
17310,제이씨커뮤니케이션,호텔·여행·항공,80,4400
17311,오리온테크놀리지,전기·전자·제어,73,4400
17312,해밀아이티,네트워크·통신서비스,6,3200
17313,이레컴즈,광고·홍보·전시,20,3400
17314,씨도코리아,솔루션·SI·CRM·ERP,10,4994
17315,네모커머스,솔루션·SI·CRM·ERP,60,3443
17316,아인스텍,전기·전자·제어,7,2800
17317,제이앤에이,쇼핑몰·오픈마켓·소셜커머스,8,3150
17318,메트로컴넷,네트워크·통신서비스,72,3775
17319,이얼싼중국어학원,학원·어학원·교육원,10,2900
17320,한국카본,자동차·조선·철강·항공,458,4500
17321,한국화이바,건설·시공·토목·조경,531,3000
17322,유아이에스,솔루션·SI·CRM·ERP,10,3200
17323,테크아이,컴퓨터·하드웨어·장비,12,3480
17324,팜팩토리코리아,쇼핑몰·오픈마켓·소셜커머스,9,2800
17325,엠피알디,웹에이전시,22,3604
17326,서부네트웍스,네트워크·통신서비스,7,2800
17327,코렉스,건설·시공·토목·조경,7,3200
17328,미올한의원,의료(진료과별),3,3800
17329,민네트웍,네트워크·통신서비스,25,2600
17330,예스병원,제약·보건·바이오,82,2200
17331,윤씨네,생활용품·소비재·기타,22,2600
17332,조이시스,쇼핑몰·오픈마켓·소셜커머스,3,2000
17333,엠에스아이코리아,무역·상사,55,3233
17334,오이토,컴퓨터·하드웨어·장비,4,3600
17335,시전소프트,모바일·APP,3,1900
17336,코박메드,제약·보건·바이오,190,3650
17337,에스씨플랫폼,솔루션·SI·CRM·ERP,12,3275
17338,케이탑에너지,솔루션·SI·CRM·ERP,10,2100
17339,브랜드메디칼,광고·홍보·전시,15,2633
17340,라이스파이,백화점·유통·도소매,20,3000
17341,제이윈,백화점·유통·도소매,7,2400
17342,이노아이티,솔루션·SI·CRM·ERP,5,4133
17343,여행앤라이프,호텔·여행·항공,100,4700
17344,코디스페이스,솔루션·SI·CRM·ERP,15,3955
17345,유라,전기·전자·제어,350,5500
17346,후본,솔루션·SI·CRM·ERP,7,2700
17347,고잉나우,정비·A/S·카센터,11,2600
17348,케이아이비,웹에이전시,12,3050
17349,리셋헬스케어,쇼핑몰·오픈마켓·소셜커머스,5,2400
17350,디지비데이터시스템,솔루션·SI·CRM·ERP,120,3378
17351,더디엔에이,IT컨설팅,20,3141
17352,헬러코리아,반도체·디스플레이·광학,140,5500
17353,다윗소프트,솔루션·SI·CRM·ERP,3,3840
17354,라임,솔루션·SI·CRM·ERP,20,3605
17355,레이즈업,솔루션·SI·CRM·ERP,10,3000
